Time [s]	Force [kN]	Displacement [m]
-6.150046672614802867e-01	-2.226724931704864019e-01	7.587587587587587556e+00
-6.098356696455961012e-01	-2.200879943625443091e-01	7.607607607607607569e+00
-6.044304208089980035e-01	-2.173853699442452880e-01	7.627627627627627582e+00
-5.987893364922084460e-01	-2.145648277858505093e-01	7.647647647647647595e+00
-5.929129394779786288e-01	-2.116266292787356285e-01	7.667667667667667608e+00
-5.868018601891241692e-01	-2.085710896343083709e-01	7.687687687687687621e+00
-5.804568369735249034e-01	-2.053985780265087102e-01	7.707707707707707634e+00
-5.738787163241385603e-01	-2.021095177018155664e-01	7.727727727727727647e+00
-5.670684533598105981e-01	-1.987043862196515853e-01	7.747747747747747660e+00
-5.600271119353759097e-01	-1.951837155074342689e-01	7.767767767767767673e+00
-5.527558647349004595e-01	-1.915480919071965160e-01	7.787787787787787686e+00
-5.452559936212607594e-01	-1.877981563503767493e-01	7.807807807807807698e+00
-5.375288895842365022e-01	-1.839346043318645374e-01	7.827827827827827711e+00
-5.295760526955467506e-01	-1.799581858875196616e-01	7.847847847847847724e+00
-5.213990923120453980e-01	-1.758697056957689853e-01	7.867867867867867737e+00
-5.129997268886599127e-01	-1.716700229840762704e-01	7.887887887887887750e+00
-5.043797837667400863e-01	-1.673600514231163294e-01	7.907907907907907763e+00
-4.955411992387432907e-01	-1.629407591591179316e-01	7.927927927927927776e+00
-4.864860182282967349e-01	-1.584131686538946815e-01	7.947947947947947789e+00
-4.772163939002397881e-01	-1.537783564898661803e-01	7.967967967967967802e+00
-4.677345875993553226e-01	-1.490374533394239476e-01	7.987987987987987815e+00
-4.580429683772478944e-01	-1.441916437283702335e-01	8.008008008008008716e+00
-4.481440124380660084e-01	-1.392421657587792905e-01	8.028028028028028729e+00
-4.380403029572951246e-01	-1.341903110183938486e-01	8.048048048048048742e+00
-4.277345294208366733e-01	-1.290374242501646229e-01	8.068068068068068754e+00
-4.172294869442826903e-01	-1.237849030118876176e-01	8.088088088088088767e+00
-4.065280759642271313e-01	-1.184341975218598519e-01	8.108108108108108780e+00
-3.956333013522421727e-01	-1.129868102158673865e-01	8.128128128128128793e+00
-3.845482716646823063e-01	-1.074442953720874672e-01	8.148148148148148806e+00
-3.732761986744999594e-01	-1.018082588769962660e-01	8.168168168168168819e+00
-3.618203962425891040e-01	-9.608035766104085218e-02	8.188188188188188832e+00
-3.501842795564810151e-01	-9.026229931798677997e-02	8.208208208208208845e+00
-3.383713644418450683e-01	-8.435584176066880657e-02	8.228228228228228858e+00
-3.263852660215657564e-01	-7.836279255052916448e-02	8.248248248248248871e+00
-3.142296979768139931e-01	-7.228500852815326894e-02	8.268268268268268884e+00
-3.019084715395451424e-01	-6.612439530951885747e-02	8.288288288288288896e+00
-2.894254940635569984e-01	-5.988290657152475077e-02	8.308308308308308909e+00
-2.767847682683705068e-01	-5.356254367393151888e-02	8.328328328328328922e+00
-2.639903907984311182e-01	-4.716535493896182457e-02	8.348348348348348935e+00
-2.510465509433164044e-01	-4.069343501140447461e-02	8.368368368368368948e+00
-2.379575296344136892e-01	-3.414892435695311007e-02	8.388388388388388961e+00
-2.247276977012682975e-01	-2.753400839038041420e-02	8.408408408408408974e+00
-2.113615147812158979e-01	-2.085091693035421787e-02	8.428428428428428987e+00
-1.978635278529033703e-01	-1.410192346619794715e-02	8.448448448448449000e+00
-1.842383695469354543e-01	-7.289344313213991754e-03	8.468468468468469013e+00
-1.704907568786880323e-01	-4.157297547734790585e-04	8.488488488488489025e+00
-1.566254874899057070e-01	6.463529756151621328e-03	8.508508508508509038e+00
-1.426474196244087167e-01	1.330384049482870312e-02	8.528528528528529051e+00
-1.285614538981489918e-01	2.010188556955722072e-02	8.548548548548549064e+00
-1.143725303407762961e-01	2.685448761080546157e-02	8.568568568568569077e+00
-1.000856264780544680e-01	3.355860883524745819e-02	8.588588588588589090e+00
-8.570575517262954413e-02	4.021135066031338023e-02	8.608608608608609103e+00
-7.123796313686550641e-02	4.680995322608720588e-02	8.628628628628629116e+00
-5.668732872531497685e-02	5.335179432512460185e-02	8.648648648648649129e+00
-4.205896032531580148e-02	5.983438836811293821e-02	8.668668668668669142e+00
-2.735799462028140963e-02	6.625538498858919711e-02	8.688688688688689155e+00
-1.258959454993045443e-02	7.261256714050377814e-02	8.708708708708709167e+00
2.241052042122441273e-03	7.890384959732958670e-02	8.728728728728729180e+00
1.712873440973395472e-02	8.512727649698476062e-02	8.748748748748749193e+00
3.206822048216474708e-02	9.128101922172419946e-02	8.768768768768769206e+00
4.705425836899516934e-02	9.736337411944569198e-02	8.788788788788789219e+00
6.208157830994026627e-02	1.033727593891258234e-01	8.808808808808809232e+00
7.714489395076523648e-02	1.093077128671797321e-01	8.828828828828829245e+00
9.223890403921872205e-02	1.151668889207426022e-01	8.848848848848849258e+00
1.073582941421700049e-01	1.209490551333114589e-01	8.868868868868869271e+00
1.224977378408690504e-01	1.266530898670653604e-01	8.888888888888889284e+00
1.376518985535380435e-01	1.322779784273583059e-01	8.908908908908909297e+00
1.528154309252625354e-01	1.378228099870834056e-01	8.928928928928929309e+00
1.679829821310138416e-01	1.432867746715079382e-01	8.948948948948949322e+00
1.831491936731488024e-01	1.486691593666517319e-01	8.968968968968969335e+00
1.983087025453295626e-01	1.539693448980193335e-01	8.988988988988989348e+00
2.134561426433980169e-01	1.591868027037884326e-01	9.009009009009009361e+00
2.285861464839092916e-01	1.643210905300139246e-01	9.029029029029029374e+00
2.436933462430777853e-01	1.693718497825539293e-01	9.049049049049049387e+00
2.587723752168082370e-01	1.743388020042916930e-01	9.069069069069069400e+00
2.738178694791952861e-01	1.792217445462046532e-01	9.089089089089089413e+00
2.888244688456080844e-01	1.840205480595635823e-01	9.109109109109109426e+00
3.037868183377994691e-01	1.887351529766288505e-01	9.129129129129129439e+00
3.186995698127533250e-01	1.933655652165033045e-01	9.149149149149149451e+00
3.335573828860340928e-01	1.979118537645365716e-01	9.169169169169169464e+00
3.483549263590079992e-01	2.023741473467589036e-01	9.189189189189189477e+00
3.630868798378675821e-01	2.067526302631587376e-01	9.209209209209209490e+00
3.777479346889474066e-01	2.110475398854297913e-01	9.229229229229229503e+00
3.923327953492533604e-01	2.152591637549945702e-01	9.249249249249249516e+00
4.068361809399856921e-01	2.193878356905022697e-01	9.269269269269269529e+00
4.212528263801401662e-01	2.234339329252207906e-01	9.289289289289289542e+00
4.355774834753813884e-01	2.273978738268848387e-01	9.309309309309309555e+00
4.498049225012245578e-01	2.312801144798208586e-01	9.329329329329329568e+00
4.639299336135518370e-01	2.350811452548379477e-01	9.349349349349349581e+00
4.779473276300674756e-01	2.388014892125294719e-01	9.369369369369369593e+00
4.918519376269984145e-01	2.424416990975237218e-01	9.389389389389389606e+00
5.056386205157727964e-01	2.460023538599982462e-01	9.409409409409409619e+00
5.193022578113469789e-01	2.494840570248366973e-01	9.429429429429429632e+00
5.328377570409914554e-01	2.528874343338268216e-01	9.449449449449449645e+00
5.462400533071892772e-01	2.562131308486056414e-01	9.469469469469469658e+00
5.595041105363541822e-01	2.594618084231686272e-01	9.489489489489489671e+00
5.726249223319320736e-01	2.626341443749051208e-01	9.509509509509509684e+00
5.855975136048837681e-01	2.657308290667156903e-01	9.529529529529529697e+00
5.984169421818910095e-01	2.687525630394539400e-01	9.549549549549549710e+00
6.110782995085090041e-01	2.717000558298836022e-01	9.569569569569569722e+00
6.235767120940746144e-01	2.745740241309028717e-01	9.589589589589589735e+00
6.359073430645588720e-01	2.773751896066631861e-01	9.609609609609609748e+00
6.480653935556252021e-01	2.801042767057995153e-01	9.629629629629629761e+00
6.600461033850546499e-01	2.827620118527653381e-01	9.649649649649649774e+00
6.718447528133689728e-01	2.853491215373415990e-01	9.669669669669669787e+00
6.834566640904621293e-01	2.878663302545346192e-01	9.689689689689689800e+00
6.948772023843597934e-01	2.903143592818535068e-01	9.709709709709709813e+00
7.061017769609929662e-01	2.926939255777322169e-01	9.729729729729729826e+00
7.171258427884352749e-01	2.950057402380114602e-01	9.749749749749749839e+00
7.279449021661796859e-01	2.972505065920146294e-01	9.769769769769769852e+00
7.385545052988592429e-01	2.994289196247507667e-01	9.789789789789789864e+00
7.489502519472488462e-01	3.015416647072915457e-01	9.809809809809809877e+00
7.591277929624323795e-01	3.035894162048833334e-01	9.829829829829829890e+00
7.690828316317596114e-01	3.055728361411874094e-01	9.849849849849849903e+00
7.788111243834515696e-01	3.074925736979481350e-01	9.869869869869869916e+00
7.883084825949882024e-01	3.093492640433436192e-01	9.889889889889889929e+00
7.975707741459643341e-01	3.111435270134111364e-01	9.909909909909909942e+00
8.065939243330054742e-01	3.128759663587483142e-01	9.929929929929929955e+00
8.153739170591978169e-01	3.145471690798364861e-01	9.949949949949949968e+00
8.239067964440128788e-01	3.161577044911056955e-01	9.969969969969969981e+00
8.321886684620581898e-01	3.177081229912929183e-01	9.989989989989989994e+00
8.402157015137229346e-01	3.191989556976883580e-01	1.001001001001001001e+01
8.479841280465648667e-01	3.206307136883482789e-01	1.003003003003003002e+01
8.554902460729940650e-01	3.220038871266394653e-01	1.005005005005005003e+01
8.627304205454731090e-01	3.233189443578488032e-01	1.007007007007007005e+01
8.697010840062726622e-01	3.245763316058418169e-01	1.009009009009009006e+01
8.763987383731772773e-01	3.257764722387090361e-01	1.011011011011011007e+01
8.828199564416721046e-01	3.269197658877638357e-01	1.013013013013013008e+01
8.889613828369982151e-01	3.280065879003253859e-01	1.015015015015015010e+01
8.948197351010221956e-01	3.290372889153527214e-01	1.017017017017017011e+01
9.003918052662422955e-01	3.300121942346532222e-01	1.019019019019019012e+01
9.056744614499143697e-01	3.309316029187666097e-01	1.021021021021021014e+01
9.106646484242473250e-01	3.317957875042216731e-01	1.023023023023023015e+01
9.153593891122391302e-01	3.326049934657304141e-01	1.025025025025025016e+01
9.197557860382968853e-01	3.333594385597667964e-01	1.027027027027027017e+01
9.238510226927794111e-01	3.340593120752121670e-01	1.029029029029029019e+01
9.276423640960770323e-01	3.347047745976090560e-01	1.031031031031031020e+01
9.311271584765015152e-01	3.352959574064313109e-01	1.033033033033033021e+01
9.343028386630638504e-01	3.358329617316946902e-01	1.035035035035035023e+01
9.371669230589593225e-01	3.363158582280125763e-01	1.037037037037037024e+01
9.397170165454119539e-01	3.367446866080592849e-01	1.039039039039039025e+01
9.419508119703218219e-01	3.371194550549759250e-01	1.041041041041041026e+01
9.438660916226557784e-01	3.374401393461593512e-01	1.043043043043043028e+01
9.454607278091398115e-01	3.377066825384970050e-01	1.045045045045045029e+01
9.467326841139988014e-01	3.379189944278200297e-01	1.047047047047047030e+01
9.476800167247356743e-01	3.380769508869931328e-01	1.049049049049049032e+01
9.483008757691574475e-01	3.381803929977407752e-01	1.051051051051051033e+01
9.485935057188727981e-01	3.382291268397956130e-01	1.053053053053053034e+01
9.485562473015395346e-01	3.382022269178063256e-01	1.055055055055055035e+01
9.481875496098408629e-01	3.380178780719569898e-01	1.057057057057057037e+01
9.474859972096906224e-01	3.376671018718819250e-01	1.059059059059059038e+01
9.464503180793660819e-01	3.371492623067195993e-01	1.061061061061061039e+01
9.450793845037503971e-01	3.364637955189118124e-01	1.063063063063063041e+01
9.433722141570358710e-01	3.356102103455545493e-01	1.065065065065065042e+01
9.413279711546073125e-01	3.345880888443402146e-01	1.067067067067067043e+01
9.389459667297475054e-01	3.333970866319103110e-01	1.069069069069069045e+01
9.362256602156756591e-01	3.320369333748743879e-01	1.071071071071071046e+01
9.331666597819664455e-01	3.305074331580198366e-01	1.073073073073073047e+01
9.297687230301818762e-01	3.288084647821274964e-01	1.075075075075075048e+01
9.260317577824386248e-01	3.269399821582559262e-01	1.077077077077077050e+01
9.219558225405349861e-01	3.249020145373040513e-01	1.079079079079079051e+01
9.175411270129175678e-01	3.226946667734953977e-01	1.081081081081081052e+01
9.127880326421040635e-01	3.203181195880886456e-01	1.083083083083083054e+01
9.076970528518834014e-01	3.177726296929783145e-01	1.085085085085085055e+01
9.022688534710060493e-01	3.150585300025396385e-01	1.087087087087087056e+01
8.965042529741197308e-01	3.121762297540964237e-01	1.089089089089089057e+01
8.904042225630769414e-01	3.091262145485750845e-01	1.091091091091091059e+01
8.839698864484392127e-01	3.059090464912562202e-01	1.093093093093093060e+01
8.772025218008933090e-01	3.025253641674832128e-01	1.095095095095095061e+01
8.701035586913852260e-01	2.989758826127291713e-01	1.097097097097097063e+01
8.626745802010432618e-01	2.952613933675581892e-01	1.099099099099099064e+01
8.549173220874812795e-01	2.913827643107771981e-01	1.101101101101101065e+01
8.468336725966453260e-01	2.873409395653592768e-01	1.103103103103103066e+01
8.384256723794062394e-01	2.831369394567397335e-01	1.105105105105105068e+01
8.296955138797214024e-01	2.787718602068973150e-01	1.107107107107107069e+01
8.206455410278016283e-01	2.742468737809373724e-01	1.109109109109109070e+01
8.112782489416870968e-01	2.695632277378801067e-01	1.111111111111111072e+01
8.015962830484590906e-01	2.647222447912661036e-01	1.113113113113113073e+01
7.916024386739045626e-01	2.597253226039888396e-01	1.115115115115115074e+01
7.812996604884006047e-01	2.545739335112369162e-01	1.117117117117117076e+01
7.706910413969277895e-01	2.492696239655004253e-01	1.119119119119119077e+01
7.597798220358752408e-01	2.438140142849742065e-01	1.121121121121121078e+01
7.485693898982973549e-01	2.382087982161852358e-01	1.123123123123123079e+01
7.370632780719357235e-01	2.324557423030044201e-01	1.125125125125125081e+01
7.252651646230777738e-01	2.265566855785754730e-01	1.127127127127127082e+01
7.131788713338609309e-01	2.205135389339670238e-01	1.129129129129129083e+01
7.008083624104300968e-01	2.143282844722516345e-01	1.131131131131131085e+01
6.881577436683141702e-01	2.080029751011936434e-01	1.133133133133133086e+01
6.752312608767264690e-01	2.015397337053997651e-01	1.135135135135135087e+01
6.620332985399645098e-01	1.949407525370188132e-01	1.137137137137137088e+01
6.485683787466550720e-01	1.882082926403640666e-01	1.139139139139139090e+01
6.348411592314980867e-01	1.813446828827855739e-01	1.141141141141141091e+01
6.208564322411636027e-01	1.743523193876183319e-01	1.143143143143143092e+01
6.066191228779469480e-01	1.672336647060100046e-01	1.145145145145145094e+01
5.921342871574692968e-01	1.599912468457712067e-01	1.147147147147147095e+01
5.774071107749225717e-01	1.526276586544978164e-01	1.149149149149149096e+01
5.624429068891499961e-01	1.451455567116115286e-01	1.151151151151151097e+01
5.472471144687411915e-01	1.375476605014071818e-01	1.153153153153153099e+01
5.318252965757699346e-01	1.298367515549215256e-01	1.155155155155155100e+01
5.161831379474499659e-01	1.220156722407615274e-01	1.157157157157157101e+01
5.003264435070130522e-01	1.140873250205430983e-01	1.159159159159159103e+01
4.842611359130146176e-01	1.060546712235438671e-01	1.161161161161161104e+01
4.679932535188426335e-01	9.792073002645787505e-02	1.163163163163163105e+01
4.515289484190802005e-01	8.968857747657667245e-02	1.165165165165165106e+01
4.348744837361487314e-01	8.136134513511095179e-02	1.167167167167167108e+01
4.180362318527370280e-01	7.294221919340508620e-02	1.169169169169169109e+01
4.010206716385352199e-01	6.443443908630419603e-02	1.171171171171171110e+01
3.838343862255171324e-01	5.584129637979513144e-02	1.173173173173173112e+01
3.664840606631821762e-01	4.716613359862765337e-02	1.175175175175175113e+01
3.489764790461187816e-01	3.841234279009596297e-02	1.177177177177177114e+01
3.313185224465863277e-01	2.958336449032974297e-02	1.179179179179179116e+01
3.135171657915033494e-01	2.068268616278824343e-02	1.181181181181181117e+01
2.955794756211931884e-01	1.171384107763317160e-02	1.183183183183183118e+01
2.775126071513578929e-01	2.680406842715527330e-03	1.185185185185185119e+01
2.593238000677967614e-01	-6.354255341731678171e-03	1.187187187187187121e+01
2.410203508935459538e-01	-1.528480344879057547e-02	1.189189189189189122e+01
2.226095757761200056e-01	-2.410599736102623375e-02	1.191191191191191123e+01
2.040988033306200822e-01	-3.281456898479623990e-02	1.193193193193193125e+01
1.854953719108035914e-01	-4.140752725631570430e-02	1.195195195195195126e+01
1.668066270899983550e-01	-4.988215071924554517e-02	1.197197197197197127e+01
1.480399193096541832e-01	-5.823598000468954705e-02	1.199199199199199128e+01
1.292026013087955172e-01	-6.646680899291936007e-02	1.201201201201201130e+01
1.103020261201653474e-01	-7.457267755008148424e-02	1.203203203203203131e+01
9.134554451672265152e-02	-8.255186166150987881e-02	1.205205205205205132e+01
7.234050315681619936e-02	-9.040286584322573815e-02	1.207207207207207134e+01
5.329424232175448972e-02	-9.812441373897844155e-02	1.209209209209209135e+01
3.421409389827922282e-02	-1.057154389173607795e-01	1.211211211211211136e+01
1.510737958665321623e-02	-1.131750769866887163e-01	1.213213213213213137e+01
-4.018591316826605059e-03	-1.205026549702178512e-01	1.215215215215215139e+01
-2.315652342932491420e-02	-1.276976838283385707e-01	1.217217217217217140e+01
-4.229913728468608775e-02	-1.347598490718825148e-01	1.219219219219219141e+01
-6.143917114488753328e-02	-1.416890009423887320e-01	1.221221221221221143e+01
-8.056938241785280286e-02	-1.484851475242907892e-01	1.223223223223223144e+01
-9.968254968941636651e-02	-1.551484444775428906e-01	1.225225225225225145e+01
-1.187714741314647715e-01	-1.616791868511221753e-01	1.227227227227227146e+01
-1.378289810125383208e-01	-1.680778020133560369e-01	1.229229229229229148e+01
-1.568479216095725604e-01	-1.743448395263287320e-01	1.231231231231231149e+01
-1.758211743815862871e-01	-1.804809641452504998e-01	1.233233233233233150e+01
-1.947416465050875733e-01	-1.864869489537860914e-01	1.235235235235235152e+01
-2.136022756854036586e-01	-1.923636658787115650e-01	1.237237237237237153e+01
-2.323960312528263739e-01	-1.981120790844990431e-01	1.239239239239239154e+01
-2.511159155600600767e-01	-2.037332390674489457e-01	1.241241241241241156e+01
-2.697549657598585782e-01	-2.092282742792359040e-01	1.243243243243243157e+01
-2.883062550419970282e-01	-2.145983838129026933e-01	1.245245245245245158e+01
-3.067628936440568443e-01	-2.198448332053650200e-01	1.247247247247247159e+01
-3.251180306658556507e-01	-2.249689475159648844e-01	1.249249249249249161e+01
-3.433648556039459732e-01	-2.299721031262296489e-01	1.251251251251251162e+01
-3.614965989898344390e-01	-2.348557246650897490e-01	1.253253253253253163e+01
-3.795065341195488218e-01	-2.396212793021040011e-01	1.255255255255255165e+01
-3.973879786252338397e-01	-2.442702705540377994e-01	1.257257257257257166e+01
-4.151342957265460321e-01	-2.488042322475362833e-01	1.259259259259259167e+01
-4.327388948626909593e-01	-2.532247264686824928e-01	1.261261261261261168e+01
-4.501952337461858633e-01	-2.575333378950231400e-01	1.263263263263263170e+01
-4.674968197583966312e-01	-2.617316684553950279e-01	1.265265265265265171e+01
-4.846372109737273615e-01	-2.658213332979939558e-01	1.267267267267267172e+01
-5.016100169816881671e-01	-2.698039587788638172e-01	1.269269269269269174e+01
-5.184089009625464373e-01	-2.736811777929568090e-01	1.271271271271271175e+01
-5.350275810689345546e-01	-2.774546252585738948e-01	1.273273273273273176e+01
-5.514598313474348146e-01	-2.811259352578997506e-01	1.275275275275275177e+01
-5.676994826266519301e-01	-2.846967393486145026e-01	1.277277277277277179e+01
-5.837404246194435320e-01	-2.881686628435634612e-01	1.279279279279279180e+01
-5.995766073066435276e-01	-2.915433212476587488e-01	1.281281281281281181e+01
-6.152020419109550664e-01	-2.948223179271807770e-01	1.283283283283283360e+01
-6.306108016582461229e-01	-2.980072430070083156e-01	1.285285285285285362e+01
-6.457970240051288391e-01	-3.010996703770438820e-01	1.287287287287287363e+01
-6.607549119576612284e-01	-3.041011551497833643e-01	1.289289289289289364e+01
-6.754787352624667118e-01	-3.070132315065792206e-01	1.291291291291291365e+01
-6.899628309175389607e-01	-3.098374121434609996e-01	1.293293293293293367e+01
-7.042016055075766001e-01	-3.125751859664060994e-01	1.295295295295295368e+01
-7.181895364492746348e-01	-3.152280164151851638e-01	1.297297297297297369e+01
-7.319211734954683690e-01	-3.177973394401144014e-01	1.299299299299299371e+01
-7.453911390347655042e-01	-3.202845632399030640e-01	1.301301301301301372e+01
-7.585941303180134820e-01	-3.226910667007261146e-01	1.303303303303303373e+01
-7.715249207574055301e-01	-3.250181982925676172e-01	1.305305305305305374e+01
-7.841783616808047919e-01	-3.272672743297329045e-01	1.307307307307307376e+01
-7.965493826201393013e-01	-3.294395787364068906e-01	1.309309309309309377e+01
-8.086329931388823722e-01	-3.315363621637564817e-01	1.311311311311311378e+01
-8.204242843812039609e-01	-3.335588412130819358e-01	1.313313313313313380e+01
-8.319184308547470375e-01	-3.355081971295277854e-01	1.315315315315315381e+01
-8.431106909506624891e-01	-3.373855754728179446e-01	1.317317317317317382e+01
-8.539964082130534484e-01	-3.391920857041865189e-01	1.319319319319319384e+01
-8.645710132621773347e-01	-3.409288006106027114e-01	1.321321321321321385e+01
-8.748300253563860984e-01	-3.425967554399455550e-01	1.323323323323323386e+01
-8.847690532800679408e-01	-3.441969474910764326e-01	1.325325325325325387e+01
-8.943837961457369312e-01	-3.457303359384258368e-01	1.327327327327327389e+01
-9.036700455614321559e-01	-3.471978414281819414e-01	1.329329329329329390e+01
-9.126236869569882559e-01	-3.486003455129492723e-01	1.331331331331331391e+01
-9.212407007627774203e-01	-3.499386902324705395e-01	1.333333333333333393e+01
-9.295171629795774271e-01	-3.512136780209333398e-01	1.335335335335335394e+01
-9.374492473150606298e-01	-3.524260714439482745e-01	1.337337337337337395e+01
-9.450332264533880533e-01	-3.535765927735227687e-01	1.339339339339339396e+01
-9.522654733369180224e-01	-3.546659235966024837e-01	1.341341341341341398e+01
-9.591424616480381804e-01	-3.556947047430937259e-01	1.343343343343343399e+01
-9.656607678333495315e-01	-3.566635360821903133e-01	1.345345345345345400e+01
-9.718170723537659095e-01	-3.575729761479836677e-01	1.347347347347347402e+01
-9.776081609634312830e-01	-3.584235417568585325e-01	1.349349349349349403e+01
-9.830309251661207837e-01	-3.592157079308831436e-01	1.351351351351351404e+01
-9.880823641198374085e-01	-3.599499076810893650e-01	1.353353353353353405e+01
-9.927595858572874077e-01	-3.606265316148846711e-01	1.355355355355355407e+01
-9.970598084990878185e-01	-3.612459275321887597e-01	1.357357357357357408e+01
-1.000980360712753425e+00	-3.618084003256778480e-01	1.359359359359359409e+01
-1.004518683502241716e+00	-3.623142116932625001e-01	1.361361361361361411e+01
-1.007672331383030029e+00	-3.627635796687361247e-01	1.363363363363363412e+01
-1.010438973487798098e+00	-3.631566781729785864e-01	1.365365365365365413e+01
-1.012816394046232915e+00	-3.634936368692777697e-01	1.367367367367367414e+01
-1.014802494054198423e+00	-3.637745407588310886e-01	1.369369369369369416e+01
-1.016395292394195238e+00	-3.639994295828649640e-01	1.371371371371371417e+01
-1.017592926803537745e+00	-3.641682973193335338e-01	1.373373373373373418e+01
-1.018393654344923460e+00	-3.642810920142540709e-01	1.375375375375375420e+01
-1.018795853193765089e+00	-3.643377150034026180e-01	1.377377377377377421e+01
-1.018798023369569039e+00	-3.643204052925698710e-01	1.379379379379379422e+01
-1.018398799060410864e+00	-3.641207931379907281e-01	1.381381381381381424e+01
-1.017596984106844626e+00	-3.637198856612076092e-01	1.383383383383383425e+01
-1.016391564636208944e+00	-3.631171759258897680e-01	1.385385385385385426e+01
-1.014781709967625289e+00	-3.623122485915979962e-01	1.387387387387387427e+01
-1.012766773462129954e+00	-3.613047803388502732e-01	1.389389389389389429e+01
-1.010346293309650534e+00	-3.600945402626105629e-01	1.391391391391391430e+01
-1.007519993038163753e+00	-3.586813901268671723e-01	1.393393393393393431e+01
-1.004287782202562429e+00	-3.570652847090665105e-01	1.395395395395395433e+01
-1.000649756806341051e+00	-3.552462720109557659e-01	1.397397397397397434e+01
-9.966061996981121496e-01	-3.532244934568413708e-01	1.399399399399399435e+01
-9.921575809652426470e-01	-3.510001840904066195e-01	1.401401401401401436e+01
-9.873045580711432567e-01	-3.485736726433569244e-01	1.403403403403403438e+01
-9.820479761299579780e-01	-3.459453816727642850e-01	1.405405405405405439e+01
-9.763888679304426610e-01	-3.431158275730066265e-01	1.407407407407407440e+01
-9.703284538931284953e-01	-3.400856205543495436e-01	1.409409409409409442e+01
-9.638681421429342588e-01	-3.368554646792523699e-01	1.411411411411411443e+01
-9.570095281695931710e-01	-3.334261576925818815e-01	1.413413413413413444e+01
-9.497543946604459775e-01	-3.297985909380082847e-01	1.415415415415415445e+01
-9.421047112879213925e-01	-3.259737492517459923e-01	1.417417417417417447e+01
-9.340626340586938303e-01	-3.219527106371322112e-01	1.419419419419419448e+01
-9.256305050358840658e-01	-3.177366461257272734e-01	1.421421421421421449e+01
-9.168108517610796815e-01	-3.133268194883251367e-01	1.423423423423423451e+01
-9.076063863855440284e-01	-3.087245868005572547e-01	1.425425425425425452e+01
-8.980200052451184911e-01	-3.039313962303444860e-01	1.427427427427427453e+01
-8.880547878672524487e-01	-2.989487875414115203e-01	1.429429429429429455e+01
-8.777139959872296560e-01	-2.937783916014000685e-01	1.431431431431431456e+01
-8.670010728976239589e-01	-2.884219300565972199e-01	1.433433433433433457e+01
-8.559196420420599472e-01	-2.828812146288151586e-01	1.435435435435435458e+01
-8.444735059964790791e-01	-2.771581466060248355e-01	1.437437437437437460e+01
-8.326666454889799507e-01	-2.712547163522752158e-01	1.439439439439439461e+01
-8.205032176518184395e-01	-2.651730024336944602e-01	1.441441441441441462e+01
-8.079875549951541780e-01	-2.589151711053623295e-01	1.443443443443443464e+01
-7.951241639633974678e-01	-2.524834755894840299e-01	1.445445445445445465e+01
-7.819177230327748473e-01	-2.458802551241727197e-01	1.447447447447447466e+01
-7.683730816021604459e-01	-2.391079344088655190e-01	1.449449449449449467e+01
-7.544952579478575450e-01	-2.321690225817140962e-01	1.451451451451451469e+01
-7.402894374847799330e-01	-2.250661123501752625e-01	1.453453453453453470e+01
-7.257609712551975623e-01	-2.178018792353840771e-01	1.455455455455455471e+01
-7.109153734832469596e-01	-2.103790803494088035e-01	1.457457457457457473e+01
-6.957583200250313515e-01	-2.028005536203009440e-01	1.459459459459459474e+01
-6.802956461821647594e-01	-1.950692166988676757e-01	1.461461461461461475e+01
-6.645333443121272943e-01	-1.871880657638489431e-01	1.463463463463463476e+01
-6.484775621116206645e-01	-1.791601746635956283e-01	1.465465465465465478e+01
-6.321345997834139085e-01	-1.709886934994922225e-01	1.467467467467467479e+01
-6.155109080541791844e-01	-1.626768476348748882e-01	1.469469469469469480e+01
-5.986130857086332524e-01	-1.542279364621019222e-01	1.471471471471471482e+01
-5.814478767931500203e-01	-1.456453320043602784e-01	1.473473473473473483e+01
-5.640221685648532102e-01	-1.369324778902118733e-01	1.475475475475475484e+01
-5.463429882876137400e-01	-1.280928877515921660e-01	1.477477477477477485e+01
-5.284175009849899629e-01	-1.191301441002803191e-01	1.479479479479479487e+01
-5.102530064823715961e-01	-1.100478968489710940e-01	1.481481481481481488e+01
-4.918569364656790732e-01	-1.008498618406248465e-01	1.483483483483483489e+01
-4.732368519549477459e-01	-9.153981958525918283e-02	1.485485485485485491e+01
-4.544004398148091539e-01	-8.212161351518987296e-02	1.487487487487487492e+01
-4.353555103105647417e-01	-7.259914876306766685e-02	1.489489489489489493e+01
-4.161099935411035067e-01	-6.297639037833703546e-02	1.491491491491491495e+01
-3.966719366007520620e-01	-5.325736190816132004e-02	1.493493493493493496e+01
-3.770495003319728200e-01	-4.344614377377171988e-02	1.495495495495495497e+01
-3.572509558884540137e-01	-3.354687155201230286e-02	1.497497497497497498e+01
-3.372846817946653641e-01	-2.356373450511797460e-02	1.499499499499499500e+01
-3.171591601274130201e-01	-1.350097367149180258e-02	1.501501501501501501e+01
-2.968829734872499015e-01	-3.362880351410258047e-03	1.503503503503503502e+01
-2.764647998213869973e-01	6.778189675533543603e-03	1.505505505505505504e+01
-2.559133794445238030e-01	1.678407952059592784e-02	1.507507507507507505e+01
-2.352374670109161625e-01	2.664730870810030211e-02	1.509509509509509506e+01
