Time[s]	Voltage[kV]	Displacement[$\mu$-m]
1.588092382445290696e+01	-6.883979310566690213e-01	-1.743548603604924696e-02
1.591237119836271496e+01	-8.119498081070393170e-01	-7.439891865573679264e-02
1.594381857227252297e+01	-9.346987838570047780e-01	-1.311085576188111279e-01
1.597526594618233098e+01	-1.056523477266421374e+00	-1.874945164917300455e-01
1.600671332009213899e+01	-1.177303421277124285e+00	-2.434885474431593144e-01
1.603816069400194522e+01	-1.296919181937475241e+00	-2.990240063969619722e-01
1.606960806791175500e+01	-1.415252476505354018e+00	-3.540358195512345318e-01
1.610105544182156123e+01	-1.532186290412664409e+00	-4.084604513772494006e-01
1.613250281573136746e+01	-1.647604992975958860e+00	-4.622358792049705567e-01
1.616395018964117725e+01	-1.761394451738472977e+00	-5.153015680149665156e-01
1.619539756355098348e+01	-1.873442145330632691e+00	-5.675984532142482886e-01
1.622684493746079326e+01	-1.983637274737555689e+00	-6.190689243236491279e-01
1.625829231137059949e+01	-2.091870872863202724e+00	-6.696568152733974877e-01
1.628973968528040928e+01	-2.198035912283223592e+00	-7.193073959096856207e-01
1.632118705919021551e+01	-2.302027411079554664e+00	-7.679673703983649347e-01
1.635263443310002174e+01	-2.403742536652481832e+00	-8.155848787304517122e-01
1.638408180700983152e+01	-2.503080707407220107e+00	-8.621095003121101996e-01
1.641552918091963775e+01	-2.599943692214578661e+00	-9.074922579985659210e-01
1.644697655482944754e+01	-2.694235707547461889e+00	-9.516856324779149334e-01
1.647842392873925377e+01	-2.785863512196880887e+00	-9.946435708545358079e-01
1.650987130264906355e+01	-2.874736499474153106e+00	-1.036321500786979710e+00
1.654131867655886978e+01	-2.960766786807770057e+00	-1.076676350587735476e+00
1.657276605046867601e+01	-3.043869302646662334e+00	-1.115666559485962939e+00
1.660421342437848580e+01	-3.123961870583667366e+00	-1.153252103224589487e+00
1.663566079828829203e+01	-3.200965290616122338e+00	-1.189394509671892530e+00
1.666710817219810181e+01	-3.274803417463311384e+00	-1.224056877831379841e+00
1.669855554610790804e+01	-3.345403235863100289e+00	-1.257203903390580191e+00
1.673000292001771427e+01	-3.412694932773563838e+00	-1.288801893018175271e+00
1.676145029392752406e+01	-3.476611966407992416e+00	-1.318818790224296933e+00
1.679289766783733029e+01	-3.537091132035105279e+00	-1.347224192798657683e+00
1.682434504174714007e+01	-3.594072624479467404e+00	-1.373989373235670719e+00
1.685579241565694630e+01	-3.647500097260131025e+00	-1.399087305842010798e+00
1.688723978956675609e+01	-3.697320718309232923e+00	-1.422492672547800874e+00
1.691868716347656232e+01	-3.743485222215245489e+00	-1.444181888279785220e+00
1.695013453738636855e+01	-3.785947958939405389e+00	-1.464133124317931856e+00
1.698158191129617833e+01	-3.824666938957002049e+00	-1.482326309965572131e+00
1.701302928520598456e+01	-3.859603874778953170e+00	-1.498743160872191726e+00
1.704447665911579435e+01	-3.890724218812639634e+00	-1.513367192946991846e+00
1.707592403302560058e+01	-3.917997197524464070e+00	-1.526183720425731583e+00
1.710737140693541036e+01	-3.941395841870465766e+00	-1.537179887207049678e+00
1.713881878084521659e+01	-3.960897013964792990e+00	-1.546344668932153832e+00
1.717026615475502282e+01	-3.976481429959755509e+00	-1.553668870118592560e+00
1.720171352866483261e+01	-3.988133679114760355e+00	-1.559145155516355796e+00
1.723316090257463884e+01	-3.995842239035308996e+00	-1.562768039829644184e+00
1.726460827648444862e+01	-3.999599487066995529e+00	-1.564533889278862944e+00
1.729605565039425485e+01	-3.999401707833202035e+00	-1.564763863665918908e+00
1.732750302430406464e+01	-3.995249096909076592e+00	-1.565049275574081022e+00
1.735895039821387087e+01	-3.987145760628137747e+00	-1.565583728836694943e+00
1.739039777212367710e+01	-3.975099712021698206e+00	-1.566323147554736117e+00
1.742184514603348688e+01	-3.959122862895134709e+00	-1.567203302006433097e+00
1.745329251994329312e+01	-3.939231012048834302e+00	-1.568140952701187363e+00
1.748473989385310290e+01	-3.915443829655446351e+00	-1.569035779974307765e+00
1.751618726776290913e+01	-3.887784837808936356e+00	-1.569772329226885477e+00
1.754763464167271536e+01	-3.856281387264606675e+00	-1.570222392812378853e+00
1.757908201558252514e+01	-3.820964630393149264e+00	-1.570247612111542734e+00
1.761052938949233138e+01	-3.781869490375457943e+00	-1.569702086449660250e+00
1.764197676340214116e+01	-3.739034626668605643e+00	-1.568435192049004057e+00
1.767342413731194739e+01	-3.692502396777253448e+00	-1.566294325543737376e+00
1.770487151122175717e+01	-3.642318814368143087e+00	-1.563127578680718388e+00
1.773631888513156341e+01	-3.588533503769260058e+00	-1.558786492465151330e+00
1.776776625904136964e+01	-3.531199650898485309e+00	-1.553128174039319909e+00
1.779921363295117942e+01	-3.470373950670408103e+00	-1.546017588003302912e+00
1.783066100686098565e+01	-3.406116550933251386e+00	-1.537329487402953054e+00
1.786210838077079543e+01	-3.338490992991271611e+00	-1.526950006383996250e+00
1.789355575468060167e+01	-3.267564148771627153e+00	-1.514777968903406880e+00
1.792500312859041145e+01	-3.193406154697624455e+00	-1.500725857470754709e+00
1.795645050250021768e+01	-3.116090342333969421e+00	-1.484720671748348986e+00
1.798789787641002391e+01	-3.035693165872364485e+00	-1.466704132106293024e+00
1.801934525031983370e+01	-2.952294126529359630e+00	-1.446632717756980657e+00
1.805079262422963993e+01	-2.865975693931141155e+00	-1.424477885241953068e+00
1.808223999813944971e+01	-2.776823224562892989e+00	-1.400225380643605799e+00
1.811368737204925594e+01	-2.684924877363617846e+00	-1.373874776403800180e+00
1.814513474595906573e+01	-2.590371526549577030e+00	-1.345438766142386999e+00
1.817658211986887196e+01	-2.493256671752872577e+00	-1.314942257894138100e+00
1.820802949377867819e+01	-2.393676345563718222e+00	-1.282421422771346187e+00
1.823947686768848797e+01	-2.291729018568084086e+00	-1.247922665178468948e+00
1.827092424159829420e+01	-2.187515501974519161e+00	-1.211501547325835038e+00
1.830237161550810399e+01	-2.081138847926318647e+00	-1.173221708386804174e+00
1.833381898941791022e+01	-1.972704247597905525e+00	-1.133153770950606987e+00
1.836526636332772000e+01	-1.862318927175829364e+00	-1.091374326080480017e+00
1.839671373723752623e+01	-1.750092041827623568e+00	-1.047964911502023977e+00
1.842816111114733246e+01	-1.636134567762995484e+00	-1.003011085628405574e+00
1.845960848505714225e+01	-1.520559192494391310e+00	-9.566015496425337439e-01
1.849105585896694848e+01	-1.403480203405332194e+00	-9.088273503783548257e-01
1.852250323287675826e+01	-1.285013374736577507e+00	-8.597811706151509137e-01
1.855395060678656449e+01	-1.165275853102197168e+00	-8.095566835218191981e-01
1.858539798069637072e+01	-1.044386041648367236e+00	-7.582479980776366535e-01
1.861684535460618051e+01	-9.224634829697671012e-01	-7.059491752745306048e-01
1.864829272851598674e+01	-7.996287408992307499e-01	-6.527538150302267805e-01
1.867974010242579652e+01	-6.760032812874007258e-01	-5.987547191361541898e-01
1.871118747633560275e+01	-5.517093518906247551e-01	-5.440436307895936130e-01
1.874263485024541254e+01	-4.268698614854379292e-01	-4.887109580847306400e-01
1.877408222415521877e+01	-3.016082583296146868e-01	-4.328456398708072084e-01
1.880552959806502500e+01	-1.760484080895410308e-01	-3.765349984917180648e-01
